faceId,faceRectangle,faceAttributes
45dd3c0b-daab-4ee9-8d69-312c01548e22,"{'top': 217, 'left': 312, 'width': 110, 'height': 110}","{'smile': 0.994, 'headPose': {'pitch': 0.0, 'roll': 9.1, 'yaw': 0.6}, 'gender': 'male', 'age': 33.0, 'facialHair': {'moustache': 0.4, 'beard': 0.6, 'sideburns': 0.1}, 'glasses': 'NoGlasses', 'emotion': {'anger': 0.0, 'contempt': 0.0, 'disgust': 0.0, 'fear': 0.0, 'happiness': 0.994, 'neutral': 0.006, 'sadness': 0.0, 'surprise': 0.0}, 'blur': {'blurLevel': 'low', 'value': 0.0}, 'exposure': {'exposureLevel': 'goodExposure', 'value': 0.26}, 'noise': {'noiseLevel': 'low', 'value': 0.29}, 'makeup': {'eyeMakeup': False, 'lipMakeup': False}, 'accessories': [], 'occlusion': {'foreheadOccluded': False, 'eyeOccluded': False, 'mouthOccluded': False}, 'hair': {'bald': 0.03, 'invisible': False, 'hairColor': [{'color': 'black', 'confidence': 1.0}, {'color': 'brown', 'confidence': 0.82}, {'color': 'gray', 'confidence': 0.74}, {'color': 'other', 'confidence': 0.33}, {'color': 'blond', 'confidence': 0.01}, {'color': 'red', 'confidence': 0.0}]}}"
