faceId,faceRectangle,faceAttributes
09697624-3fb6-403c-a55f-38dd25dbf018,"{'top': 187, 'left': 283, 'width': 155, 'height': 155}","{'smile': 0.004, 'headPose': {'pitch': 0.0, 'roll': -3.9, 'yaw': 0.7}, 'gender': 'male', 'age': 28.0, 'facialHair': {'moustache': 0.1, 'beard': 0.1, 'sideburns': 0.1}, 'glasses': 'NoGlasses', 'emotion': {'anger': 0.001, 'contempt': 0.001, 'disgust': 0.0, 'fear': 0.0, 'happiness': 0.004, 'neutral': 0.992, 'sadness': 0.0, 'surprise': 0.001}, 'blur': {'blurLevel': 'low', 'value': 0.0}, 'exposure': {'exposureLevel': 'underExposure', 'value': 0.0}, 'noise': {'noiseLevel': 'low', 'value': 0.0}, 'makeup': {'eyeMakeup': False, 'lipMakeup': False}, 'accessories': [], 'occlusion': {'foreheadOccluded': False, 'eyeOccluded': False, 'mouthOccluded': False}, 'hair': {'bald': 0.28, 'invisible': False, 'hairColor': [{'color': 'black', 'confidence': 1.0}, {'color': 'gray', 'confidence': 0.86}, {'color': 'other', 'confidence': 0.75}, {'color': 'brown', 'confidence': 0.17}, {'color': 'blond', 'confidence': 0.01}, {'color': 'red', 'confidence': 0.0}]}}"
